"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Modular Optimization of Severely Detuned Filters With Parallel Coupling Paths","Z. -C. Guo; X. Wang","School of Electronic and Information Engineering, Jinling Institute of Technology, Nanjing, China; School of Electronic and Information Engineering, Jinling Institute of Technology, Nanjing, China",IEEE Transactions on Microwave Theory and Techniques,"11 Feb 2026","2026","74","2","1281","1291","In this article, we focus on the filters with parallel coupling paths between the source and the load, and propose a modular optimization method. Due to their characteristic coupling topology, these filters can be decomposed into a set of subfilters, each with its own response and independent of the others. Consequently, each subfilter can be optimized separately, and only a subset of variables needs to be optimized in each iteration. After optimizing each subfilter, no further optimization—or only a few additional iterations—is required when combining the optimized subfilters. Thus, the complexity of filter optimization is significantly reduced. Two planar bandpass filters (BPFs) with multiple parallel coupling paths are designed and optimized using the proposed modular optimization method. Aggressive space mapping (ASM) is employed for parameter extraction and evolution. The optimization processes are described in detail. The sensitivity of the initial values of variables is investigated. It is found that fast convergence, high efficiency, and accurate results can be achieved, even when the initial values of geometrical variables vary over a wide range, using the proposed modular optimization method.","1557-9670","","10.1109/TMTT.2025.3626573","National Natural Science Foundation of China(grant numbers:62101272,62271273); Natural Science Foundation of Jiangsu Province(grant numbers:BK20200726,BK20210557); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229946","Aggressive space mapping (ASM);bandpass filter (BPF);electromagnetic (EM) optimization;modularity","Optimization;Filters;Couplings;Band-pass filters;Integrated circuit modeling;Inverters;Microwave filters;Topology;Optimization methods;Tuning","","","","31","IEEE","5 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"An Additively Manufactured, Conformal, Cross-Polarized, and Retrodirective Transmitarray-mmID System for 5G IoT and Cyberphysical Systems","T. W. Callis; M. Hwang; G. Soto-Valle; M. Joshi; S. Kim; M. M. Tentzeris","School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Department of Electronics Engineering, Pusan National University, Busan, South Korea; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Department of Electronics Engineering, Pusan National University, Busan, South Korea; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","499","511","This work presents a flexible, lightweight, and inkjet-printed transmitarray (TA)-based millimeter-wave identification (mmID) system. The inkjet-printed aperture focalizes incident radiation onto a distributed mmID front end, achieving both high realized gain and wide angular coverage. A semiempirical phase aperture synthesis and focal length tuning method are introduced to accommodate spatially displaced feeds, yielding improved phase alignment for oblique excitations. The TA was fabricated using low-cost inkjet printing and characterized through simulation and measurement. At 28 GHz, the system achieved a differential radar cross section (RCS) of −23 dBsm with ±40° angular coverage in planar form, outperforming state-of-the-art passive beamforming TAs. Under concave bending with a 10 cm radius, the peak differential RCS increased to −18 dBsm, demonstrating conformability and modular adaptation for wearable and Internet-of-Things (IoT) applications. Localization experiments using a 28 GHz frequency-modulated continuous-wave radar confirmed accurate tracking up to 50 m, with average errors of 2.72 cm at boresight and 3.11 cm at 40° incidence. These results establish a new class of additively manufactured TA-mmID systems that balance scalability, angular coverage, weight, and flexibility, offering a viable pathway for future fifth-generation (5G) and cyberphysical networks.","1557-9670","","10.1109/TMTT.2025.3626205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11230108","Fifth generation (5G);inkjet printing;Internet of Things (IoT);millimeter-wave identification (mmID);transmitarray (TA)","5G mobile communication;Lenses;Array signal processing;Internet of Things;Apertures;Costs;Backscatter;Phased arrays;Patch antennas;Geometry","","","","31","IEEE","5 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"A W-Band FMCW Radar Transceiver Supporting Broadband Modulation in 65-nm CMOS for Intelligent Transportation System Applications","S. Wang; J. Chen; Q. Li; J. Xu; W. Zhao; N. Li; H. Zhao; X. Qi; Y. -C. Kuan; G. Chen; C. Song; Q. J. Gu; Z. Xu","State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; Donghai Laboratory, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; International College of Semiconductor Technology, National Yang Ming Chiao Tung University, Hsinchu, Taiwan; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China; Donghai Laboratory, Zhoushan, China; Department of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; State Key Laboratory of Ocean Sensing and Ocean College, Zhejiang University, Zhoushan, China",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","1037","1053","A W-band frequency-modulated continuous-wave (FMCW) radar, implemented in 65-nm CMOS, is proposed for intelligent transportation system (ITS) applications in this article. The system integrates four transmitters (TXs) and four receivers (RXs), along with a frequency synthesizer and a local oscillator (LO) distribution network. Both the low-noise amplifier (LNA) and the power amplifier (PA) adopt multistage cascaded topologies with magnetically coupled resonators (MCRs) to enable broadband operation. An ultrawideband class-B mixer, implemented with only an active switching core, supports continuous operation from 20 to 110 GHz. Furthermore, an LO distribution network featuring three cascaded frequency doublers achieves frequency octupling from an 11–13-GHz synthesizer, enabling wide-bandwidth (BW) modulation. Under the default configuration, the four TX and RX channels achieve a maximum TX output power of 13.4 dBm with 12.8% drain efficiency, an RX conversion gain (CG) of 64.4 dB, a minimum RX  $\text {NF}_{\text {ssb}}$  of 8.4 dB, an RX in-band (IB) IP1dB from −49.4 to −43.6 dBm @3 MHz offset, and an RX out-of-band (OOB) IP1dB from −17 to −11.1 dBm at 10-kHz offset across 90–98 GHz. The measured phase noise is −94.06 dBc/Hz at 1-MHz offset with a 90.4-GHz carrier. The root-mean-square (rms) error is 3.52 MHz (0.044%) for a sawtooth chirp with an 8-GHz range and a 20-MHz/ $\mu $ s chirp rate. Each TX/RX element consumes 208.5/76.5 mW, respectively, and the entire chip occupies a  $4.5\times 3.8$  mm2 area. To validate the radar operation, a slot substrate-integrated waveguide (SIW) antenna array, with a flip-chip chip-scale package (FCCSP) transceiver, is designed and fabricated on a Rogers 3003G2 PCB. The multiple-input–multiple-output (MIMO) radar prototype achieves a distance resolution of 2.85 cm and an angular resolution of 13° with a field of view (FOV) of 144°.","1557-9670","","10.1109/TMTT.2025.3621072","National Key Research and Development Program of China(grant numbers:2023YFB4403304); National Natural Science Foundation of China, Key Project(grant numbers:62434008); “the Fundamental Research Funds for the Central Universities”(grant numbers:+226-2025-00003); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229960","Antenna array;broadband modulation;intelligent transportation system (ITS);millimeter-wave transceiver;W-band frequency-modulated continuous-wave (FMCW) radar","Radar;Radar antennas;Transceivers;Frequency modulation;Chirp;Radar cross-sections;Antenna measurements;Distribution networks;MIMO radar;Frequency synthesizers","","","","35","IEEE","5 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"On the Role of Resonance in High-Sensitivity Diode Rectifiers for RF Energy Harvesters","T. Terui; S. Tanaka","Department of Information and Communications Engineering, Shibaura Institute of Technology, Tokyo, Japan; Department of Information and Communications Engineering, Shibaura Institute of Technology, Tokyo, Japan",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","743","752","This article investigates the role of a resonant inductor in enhancing the input sensitivity of radio frequency (RF) energy harvesting rectifiers. While previous studies often attribute sensitivity improvements to the overall effect of impedance matching, we argue that a more fundamental contribution arises from series resonance between the inductive component of the matching circuit and the diode’s parasitic capacitance. This effect may have been overlooked in many prior studies because such resonance can arise not only when an inductor is explicitly placed in the circuit but also in cases where the presence of inductive elements is not readily apparent—making it difficult to recognize the role of resonance at first glance. We show that the optimal load resistance serves as a practical indicator of resonance-assisted operation, revealing characteristic behaviors predicted by theoretical analysis. Experimental validation under various conditions confirms its reliability in identifying the rectifier’s operating mechanism.","1557-9670","","10.1109/TMTT.2025.3621270","JSPS KAKENHI(grant numbers:18K04267); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229879","Diode;power conversion efficiency (PCE);radio frequency (RF) energy harvesting;rectifier;resonance;threshold voltage","Rectifiers;Inductors;Resonance;Radio frequency;Resistance;Threshold voltage;Sensitivity;Parasitic capacitance;Inductance;Impedance matching","","","","27","IEEE","5 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"An Analog-Controlled Attenuation Network for a 4–240-GHz InP Variable-Gain Amplifier","P. T. Nguyen; V. -A. Ngo; N. S. Wagner; A. Stameroff; A. -V. Pham","Department of Electrical and Computer Engineering, University of California at Davis, Davis, CA, USA; Department of Electrical and Computer Engineering, University of California at Davis, Davis, CA, USA; Keysight Technologies, Santa Rosa, CA, USA; Keysight Technologies, Santa Rosa, CA, USA; Department of Electrical and Computer Engineering, University of California at Davis, Davis, CA, USA",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","275","284","This article presents a broadband variable-gain amplifier (VGA) using an analog-controlled input attenuation network (IAN) in a distributed amplifier (DA). The IAN adjusts the bias condition of newly implemented diode-connected transistors to change the attenuation constant of the input transmission line, therefore, controlling the contribution of each gain stage to the total VGA’s gain across a wide bandwidth. A 4–240-GHz indium phosphide VGA prototype demonstrates an average small-signal gain of 11 dB from 4 to 230 GHz and 7.8 dB at 240 GHz with return losses of less than −10 dB up to 200 GHz. The gain control bandwidth is from 4 to 170 GHz, with a measured gain control range from 8.9 to 4.7 dB. The saturated output power exceeds 14 dBm up to 200 GHz; the output third-order intercept point (OIP3) averages at 23 dBm up to 67 GHz; and the output 1-dB compression point (OP1dB) averages at 12 dBm up to 170 GHz. Across gain states at 90 GHz, the OIP3 and OP1dB are maintained within 0.1 and 2.5 dB variation, respectively. In addition, the VGA generates a constant output power of 11 dBm while accommodating an input power range of up to 12 dB. The chip occupies an area of  $1.3\times 0.8$  mm2 and consumes 54 mA bias current from a 6.6-V supply.","1557-9670","","10.1109/TMTT.2025.3625590","Keysight Technologies under Core Technology University Research Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226856","Analog control;continuous gain control;distributed amplifier (DA);high resolution;tunable transmission line;variable-gain amplifier (VGA);wideband","Gain;Gain control;Attenuation;Power transmission lines;Capacitors;Wideband;Propagation losses;Power generation;Resistors;Resistance","","","","28","IEEE","4 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"A Residual Neural Network Approach to Transmitter Localization","A. Ahmadi; A. Bhattacharya; F. Vaussenat; S. G. Cloutier; R. A. Hadi","Department of Electrical Engineering, École de technologie supérieure, Université du Québec, Montreal, QC, Canada; Department of Electrical Engineering, École de technologie supérieure, Université du Québec, Montreal, QC, Canada; Department of Electrical Engineering, École de technologie supérieure, Université du Québec, Montreal, QC, Canada; Department of Electrical Engineering, École de technologie supérieure, Université du Québec, Montreal, QC, Canada; Department of Electrical Engineering, École de technologie supérieure, Université du Québec, Montreal, QC, Canada",IEEE Transactions on Microwave Theory and Techniques,"11 Feb 2026","2026","74","2","1440","1450","This article presents a method for locating a wireless signal source using signal strength measurements taken along the border of a  $256\times 256$ -m2 area. This method leverages a deep residual neural network (ResNet) to predict the location of the transmitter within the area of interest. This approach reduces data collection and computational overhead associated with traditional localization methods. The method is validated through simulated data as well as measurements at 2.7 GHz, with an average error of 7.23 m and a standard deviation of 3.32 m. This work addresses the need for scalable and low-cost transmitter localization methods, particularly in environments where conventional approaches are hindered by obstacles or require extensive data collection.","1557-9670","","10.1109/TMTT.2025.3625108","Calcul Québec (calculquebec.ca); Digital Research Alliance of Canada (alliancecan.ca); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11225922","Convolutional neural network (CNN);deep learning;propagation map;radio frequency;residual neural network (ResNet);signal localization","Radio transmitters;Location awareness;Vectors;Area measurement;Wireless communication;Residual neural networks;Layout;Fingerprint recognition;Data collection;Receivers","","1","","39","IEEE","4 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"An 8-Channel 3–28 GHz High-Linearity Phased-Array Receive Beamformer With Gain Compensation for 6G FR3 Systems","T. Liang; J. Qi; Z. Hu; O. Hassan; M. H. Mahmud; G. M. Rebeiz","Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California at San Diego, La Jolla, CA, USA",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","796","807","This article presents a high-linearity eight-channel phased-array receiver operating at 3–28 GHz, designed for multiband base station applications using a 90-nm SiGe BiCMOS process. The chip employs RF beamforming and integrates eight channels with dual 4:1 combiner networks for dual-polarized, dual-beam operation. Each channel includes a switchable low-noise amplifier (LNA), an active phase shifter (PS) with a vector modulator (VM), and a variable gain amplifier (VGA), all optimized for high-linearity performance to mitigate interference. The input features a differential port to support ultrawideband antenna designs, while the output is converted to a single-ended port to simplify printed circuit board (PCB) routing. Measurements show an electronic gain of 25–34 dB, a noise figure (NF) of 2–4.5 dB, an input 1 dB compression point ( ${IP} _{1{dB}}$ ) of −35 to −28 dBm, and a power consumption of 150 mW across the operating bandwidth. The design targets 6G base station applications, with gain peaking at higher frequencies to compensate for PCB routing loss. For demonstration, a 16-element linear array with Vivaldi antennas is developed to showcase system-level performance. Over-the-air (OTA) testing shows ±50° beam scanning capability while maintaining high linearity with 64-QAM-modulated signals. These results highlight the potential of the proposed receiver for future multiband 6G FR3 systems.","1557-9670","","10.1109/TMTT.2025.3622668","CACI Inc; MTT-S Graduated Student Fellowship; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226834","Beamformer;phase shifter (PS);phased array;quadrature all-pass filter (QAF);receiver;SiGe BiCMOS;sixth-generation (6G) communications;wideband","Gain;Noise measurement;Wideband;Resistors;Noise;Stability analysis;Attenuators;Linearity;6G mobile communication;Phased arrays","","","","47","IEEE","4 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Microwave Resonator-Based Interferometric Sensing Setup for Detection of Aqueous Solutions","S. Seyyedmasoumian; M. Chavoshi; D. Schreurs; B. Nauwelaers; T. Markovic","Department of Electrical Engineering, KU Leuven, Leuven, Belgium; Department of Electrical Engineering, KU Leuven, Leuven, Belgium; Department of Electrical Engineering, KU Leuven, Leuven, Belgium; Department of Electrical Engineering, KU Leuven, Leuven, Belgium; Department of Electrical Engineering, KU Leuven, Leuven, Belgium",IEEE Transactions on Microwave Theory and Techniques,"11 Feb 2026","2026","74","2","1634","1649","Dielectric characterization and material differentiation are important in many research fields, such as life sciences. Although material sensing has been investigated for years, detecting small variations in material electrical properties remains a challenge. To overcome this, a microwave resonator-based interferometric sensing setup is proposed and experimentally validated to detect low-concentration aqueous solutions. A broadband coupler operating from 6.5 to 13 GHz is used to divide two equal signals with a 180° phase difference in the reference and measurement lines, creating complete out-of-phase interference. A phase shifter and an attenuator in the reference line are used to cancel magnitude and phase mismatches between the two lines. For sensing, a complementary split-ring resonator (CSRR) operating around 11 GHz is used, incorporating a microfluidic channel along its gaps. Frequency responses from ethanol–water (EtOH) mixtures, ranging from pure water to 5% ethanol in 1% steps, are measured. This setup provides two metrics of amplitude variations and frequency shifts at two frequency points, enabling accurate and straightforward permittivity extraction. Experimental performance agrees with the mathematical model. The maximum sensitivity is 3.82% for frequency shifts and 45.82 dB/ $\Delta \epsilon ""$  for amplitude, which shows improvement in the detection of low concentrations of EtOH mixtures (1%–5% concentrations). Moreover, the sensitivity for the proposed sensing setup has improved 74.9 times compared to the standalone CSRR sensor. Finally, the complex permittivity values of the samples are extracted with good agreement using a mathematical model.","1557-9670","","10.1109/TMTT.2025.3625763","KU Leuven C2 Funding for the Research Project Microwave Sensing in Microfluidics for Cell and Extracellular Vesicle Characterization (MESMERIC)(grant numbers:C24E/20/035); Fonds voor Wetenschappelijk Onderzoek (FWO)(grant numbers:G0E3921N); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11226848","Complex permittivity;dielectric characterization;interferometric sensors;microwave sensors","Sensors;Sensitivity;Permittivity;Couplers;Microwave theory and techniques;Interference;Microwave sensors;Broadband communication;Resonant frequency;Optical resonators","","","","54","IEEE","4 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"Broadband Flexible Sensor for Microwave Dielectric Spectroscopy of Liquids in Vials","B. Harkinezhad; T. Markovic; R. Evans; K. Ghorbani; E. Skafidas; D. Schreurs","Department of Electrical Engineering (ESAT), KU Leuven, WaveCoRE Division, Leuven, Belgium; Department of Electrical Engineering (ESAT), KU Leuven, WaveCoRE Division, Leuven, Belgium; Department of Electrical and Electronic Engineering, University of Melbourne, Parkville, Australia; School of Engineering, RMIT University, Melbourne, Australia; Department of Electrical and Electronic Engineering, University of Melbourne, Parkville, Australia; Department of Electrical Engineering (ESAT), KU Leuven, WaveCoRE Division, Leuven, Belgium",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","893","904","Microwave dielectric spectroscopy (MDS) is a powerful technique for analyzing the electromagnetic properties of biological substances, offering advantages over lower-frequency methods such as impedometry, which are prone to concentration polarization effects. While flexible MDS sensors and broadband MDS sensors have been independently demonstrated, no prior work has successfully combined both capabilities into a single platform. In this work, we present the first flexible, broadband MDS sensor capable of measuring the complex permittivity of biological liquids directly within their original vials, across a frequency range of 2– $19{\,}$  GHz. The novelty of this sensor is enabled by a theoretical framework that describes the excitation of waveguide modes in cylindrical coplanar waveguides (CCPWs). By accurately modeling the influence of these modes on the device’s scattering parameters, we establish a reliable method for extracting the complex permittivity of liquid samples contained within standard laboratory vials. The sensor’s mechanical flexibility allows it to conform to vials of varying shapes and sizes, facilitating noninvasive, contactless measurements. This feature is particularly advantageous for hazardous materials, where minimizing human exposure is essential, and for sensitive biological samples, which are susceptible to contamination if transferred from the containers in which they were originally collected. The proposed sensor addresses key limitations of existing MDS platforms, providing a safe, accurate, and practical solution for broadband dielectric characterization of biological and chemical substances.","1557-9670","","10.1109/TMTT.2025.3624149","KU Leuven—Melbourne Joint PhD Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11225923","Broadband;contactless;cylindrical coplanar waveguide (CCPW);flexible biosensor;microwave dielectric spectroscopy (MDS)","Broadband communication;Pollution measurement;Coplanar waveguides;Transmission line measurements;Dielectrics;Spectroscopy;Frequency measurement;Permittivity;Microwave theory and techniques;Accuracy","","","","46","IEEE","4 Nov 2025","Jan. 2026","","IEEE","IEEE Journals"
"Design and Measurement of a High Transmission TE11 Input Coupler for Terahertz-Band Gyro-TWTs","G. Shu; L. Huang; S. Hong; B. Shi; X. Li; M. Zhai; B. Feng; W. He","State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China; State Key Laboratory of Radio Frequency Heterogeneous Integration and the College of Electronics and Information Engineering, Shenzhen University, Shenzhen, China",IEEE Transactions on Microwave Theory and Techniques,"11 Feb 2026","2026","74","2","1660","1667","The electromagnetic (EM) performance of an input coupler, including transmission, isolation, and reflection, is a critical factor affecting the amplification characteristics of gyrotron traveling wave tubes (gyro-TWTs). In this article, a novel terahertz-band TE11 mode input coupler based on a dual-branch waveguide coupling structure is proposed and designed. The proposed coupler exhibits high transmission ( $\gt -0.3$  dB), good isolation ( $\lt -15$  dB), and low reflection ( $\lt -15$  dB) within a compact geometry (the axial length is less than one wavelength), thereby satisfying the EM requirements for integration into a terahertz (THz) gyro-TWT. To verify this design, a back-to-back model of the proposed input coupler was fabricated and measured. Measurement results demonstrate good agreement with simulation predictions, presenting a reflection coefficient below −15.0 dB and a transmission coefficient exceeding −1.4 dB across the band of 250.5269.8 GHz (19.3 GHz), verifying the feasibility of our proposed input coupler.","1557-9670","","10.1109/TMTT.2025.3625963","National Key Research and Development Program of China(grant numbers:2023YFF0719300); National Natural Science Foundation of China(grant numbers:62371307,62371021); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2025B1515020006); Scientific Instrument Developing Project of Shenzhen University(grant numbers:2023YQ007); Science and Technology Foundation of Shenzhen(grant numbers:KQTD20200820113046084,KQTD20180412181422399); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224343","Good isolation;gyrotron traveling wave tubes (gyro-TWTs);high transmission;input coupler;terahertz (THz)-band","Couplers;Couplings;Rectangular waveguides;Circular waveguides;Bandwidth;Reflection;Electron guns;Electric fields;Freeports;Traveling wave tubes","","","","28","IEEE","3 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"IGPSO-ViTNet: A Vision Transformer Network-Assisted IGPSO Algorithm for Dynamic Optimization Design of Absorption and Phase Cancellation Metasurface","H. Shan; T. Jiang","Department of Information and Communication Engineering, Harbin Engineering University, Harbin, China; Department of Information and Communication Engineering, Harbin Engineering University, Harbin, China",IEEE Transactions on Microwave Theory and Techniques,"11 Feb 2026","2026","74","2","1211","1224","This article proposes a Vision Transformer (ViT)-assisted inverse genetic particle swarm optimization (IGPSO) algorithm for dynamically optimizing absorption and phase cancellation metasurfaces. First, a ViT network is proposed for predicting the unit cell’s real and imaginary electromagnetic (EM) properties of the metasurface. The well-trained ViT network can effectively explore the 2-D structural information of unit cells and achieve higher prediction accuracy, which is adopted in the IGPSO algorithm to obtain the EM properties of the unit cells instead of full-wave simulation. Second, a dynamic threshold method is proposed to dynamically adjust the phase difference threshold according to the magnitudes of the two absorptive unit cells. The loss function of the ViT-assisted IGPSO algorithm optimization process is designed based on the dynamic threshold method when designing absorption and phase cancellation metasurfaces. Meanwhile, the ViT network update training is selectively turned on during the IGPSO process for accurate prediction. At last, the ViT-assisted IGPSO algorithm successfully realizes broadband 10- and 20-dB radar cross section (RCS) reduction metasurfaces design, and the fabrication and simulation results verify the rationality of the metasurface design.","1557-9670","","10.1109/TMTT.2025.3623612","National Key Research and Development Program of China(grant numbers:2022YFE0123600); Key Laboratory of Advanced Marine Communication and Information Technology, Ministry of Industry and Information Technology, Harbin Engineering University, Harbin, China(grant numbers:2022YFE0123600); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224335","Absorption-phase cancellation;inverse genetic particle swarm optimization (IGPSO);radar cross section (RCS) reduction;Vision Transformer (ViT)","Metasurfaces;Optimization;Transformers;Prediction algorithms;Absorption;Indium tin oxide;Feature extraction;Resistance;Heuristic algorithms;Training","","","","46","IEEE","3 Nov 2025","Feb. 2026","","IEEE","IEEE Journals"
"Fiber-Free-Coupled and Self-Pilot-Based Detection for On-Chip Measurement of Mach–Zehnder Modulators Up to 110 GHz","J. Zhu; C. Jing; S. Wang; X. Zou; Y. Zhang; S. Zhu; Y. Liu; N. H. Zhu; S. J. Zhang","Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Institute of Intelligent Photonics, Nankai University, Tianjin, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China; Institute of Intelligent Photonics, Nankai University, Tianjin, China; Research Center for Microwave Photonics, University of Electronic Science and Technology of China, Chengdu, China",IEEE Transactions on Microwave Theory and Techniques,"27 Jan 2026","2026","74","1","975","983","A self-calibrated testing method for Mach–Zehnder modulator (MZM) chips operating up to 110 GHz is proposed based on fiber-free-coupled and self-pilot-based detection. Through introducing and tracking the self-pilot signal in the low-frequency region, the wideband combined frequency response of the cascaded microwave adapter network and the MZM chip under single-tone driving can be extracted without extra optical-to-electrical (O/E) calibration. In the system calibration, the one-port calibration consisting of the power-leveling technique and short–open–load (SOL) calibration is used to de-embed the uneven degradation response of the adapter network, which is attributed to impedance mismatch and transmission attenuation. Finally, the intrinsic half-wave voltage and relative frequency response are both extracted up to 110 GHz with sub-MHz photodetection. Using low-frequency photodetection with large-area photodetectors (PDs), fiber-free coupling replaces traditional waveguide-to-fiber coupling with single-mode-fiber pigtailed PDs, achieving better alignment tolerance without sacrificing performance. The proposed method features O/E self-calibration, single-tone modulation, and fiber-free coupling, which is favorable for on-chip microwave characterization of high-speed MZMs.","1557-9670","","10.1109/TMTT.2025.3622737","National Natural Science Foundation of China(grant numbers:62475034); Science and Technology Program of Chengdu City(grant numbers:2024-YF06-00010-HZ); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11223249","Fiber-free coupling;frequency response;Mach–Zehnder modulator (MZM) chip;self-pilot-based detection","Couplings;Optical fiber theory;Optical fiber networks;Semiconductor device measurement;Microwave measurement;Frequency modulation;High-speed optical techniques;System-on-chip;Microwave photonics;Optical modulation","","","","23","IEEE","31 Oct 2025","Jan. 2026","","IEEE","IEEE Journals"
